Trait1,Trait2,Trait1_code,Trait2_code,corr
parkinsons disease,Weighted-mean MD in tract inferior longitudinal fasciculus (left),HC206,INI25529,-0.0109080914567578
Parkinson's disease,"Volume of grey matter in Lateral Occipital Cortex, superior division (right)",FH1262,INI25825,-0.0109496479800011
parkinsons disease,Weighted-mean L1 in tract posterior thalamic radiation (left),HC206,INI25588,-0.0111183387389174
Parkinson's disease,Weighted-mean L1 in tract inferior longitudinal fasciculus (right),FH1262,INI25584,-0.0111942726400654
Parkinson's disease,"Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (right)",FH1262,INI25807,-0.0112251192736537
Parkinson's disease,Weighted-mean L1 in tract inferior fronto-occipital fasciculus (right),FH1262,INI25582,-0.0112465284289794
Parkinson's disease,Mean FA in splenium of corpus callosum on FA skeleton,FH1262,INI25060,-0.0112484341921464
Parkinson's disease,Legs total mass,FH1262,INI23277,-0.011509211400757
Parkinson's disease,Coffee intake,FH1262,INI1498,-0.0117937327443411
Parkinson's disease,dupuytren's contracture,FH1262,HC177,-0.0118012687407714
Parkinson's disease,Leg total mass (right),FH1262,INI23273,-0.0118239533853251
Parkinson's disease,Ribs bone area,FH1262,INI23309,-0.011886991367278
parkinsons disease,Volume of grey matter in Vermis VIIIb Cerebellum,HC206,INI25913,-0.0119323313769691
parkinsons disease,Weighted-mean ICVF in tract inferior longitudinal fasciculus (right),HC206,INI25665,-0.0120514340845777
parkinsons disease,Leg predicted mass (left),HC206,INI23118,-0.0120715925724634
Parkinson's disease,Volume of caudate (left),FH1262,INI25013,-0.0120866484321121
Parkinson's disease,Leg tissue fat percentage (left),FH1262,INI23268,-0.0121069143860411
Parkinson's disease,isotard 25xl m/r tablet,FH1262,MED1141168108,-0.0121657652390221
Parkinson's disease,"Volume of grey matter in Parahippocampal Gyrus, posterior division (right)",FH1262,INI25851,-0.0122096056594117
Parkinson's disease,angitil sr 90 m/r capsule,FH1262,MED1140917428,-0.0123016487526113
parkinsons disease,ispaghula husk product,HC206,MED1141157494,-0.0123354366719093
Parkinson's disease,Volume of grey matter in Temporal Occipital Fusiform Cortex (left),FH1262,INI25858,-0.0123506989555535
Parkinson's disease,pleural effusion,FH1262,HC146,-0.0124184071854136
parkinsons disease,fentanyl,HC206,MED1140880956,-0.0124553323557571
Parkinson's disease,Mean ISOVF in middle cerebellar peduncle on FA skeleton,FH1262,INI25440,-0.0124631648201806
parkinsons disease,Arms fat mass,HC206,INI23257,-0.0124910848944701
Parkinson's disease,Volume of grey matter in Crus II Cerebellum (right),FH1262,INI25905,-0.0124915022383973
Parkinson's disease,Arms total mass,FH1262,INI23260,-0.0125059297721101
Parkinson's disease,Age emphysema/chronic bronchitis diagnosed,FH1262,INI3992,-0.0125169157777376
Parkinson's disease,naproxen,FH1262,MED1140871462,-0.0125174851455724
Parkinson's disease,Legs tissue fat percentage,FH1262,INI23276,-0.0125968452270715
parkinsons disease,Arm predicted mass (left),HC206,INI23126,-0.0126200686060219
Parkinson's disease,Android fat mass,FH1262,INI23245,-0.0127560960356597
Parkinson's disease,Weighted-mean L2 in tract inferior longitudinal fasciculus (left),FH1262,INI25610,-0.0128752921075076
Parkinson's disease,Weighted-mean ISOVF in tract anterior thalamic radiation (left),FH1262,INI25706,-0.0128971799056595
Parkinson's disease,aortic dissection,FH1262,HC52,-0.0129203398869341
Parkinson's disease,Femur lower neck BMD (bone mineral density) (right),FH1262,INI23206,-0.0131169465786007
Parkinson's disease,Gynoid bone mass,FH1262,INI23261,-0.0131881386994828
parkinsons disease,Arm fat mass (left),HC206,INI23249,-0.0135797937230543
parkinsons disease,pyridoxine preparation,HC206,MED1140888362,-0.0136565064331699
parkinsons disease,"Seen doctor (GP) for nerves, anxiety, tension or depression",HC206,BIN2090,-0.0136948936420242
parkinsons disease,Weighted-mean MD in tract inferior fronto-occipital fasciculus (right),HC206,INI25528,-0.0137756990768296
Parkinson's disease,Volume of grey matter in Postcentral Gyrus (left),FH1262,INI25814,-0.0138384472527885
parkinsons disease,lipitor 10mg tablet,HC206,MED1141146138,-0.0138645943084649
parkinsons disease,indoramin,HC206,MED1140879782,-0.0139179496027368
Parkinson's disease,Chest pain due to walking ceases when standing still,FH1262,BIN3616,-0.013968373195122
parkinsons disease,Weighted-mean ICVF in tract corticospinal tract (left),HC206,INI25658,-0.0140317906149163
parkinsons disease,Mean ICVF in posterior limb of internal capsule on FA skeleton (right),HC206,INI25362,-0.0141099814714277
Parkinson's disease,gout,FH1262,HC328,-0.0141352241646852
Parkinson's disease,Total mass,FH1262,INI23283,-0.0141478138270199
Parkinson's disease,Volume of putamen (right),FH1262,INI25016,-0.014213635694688
Parkinson's disease,Total tissue mass,FH1262,INI23282,-0.014246274605646
Parkinson's disease,Gynoid total mass,FH1262,INI23265,-0.0144025537617859
Parkinson's disease,Body surface area,FH1262,INI22427,-0.0144862562398783
parkinsons disease,irbesartan+hydrochlorothiazide 150mg/12.5mg tablet,HC206,MED1141172682,-0.0146051018218472
parkinsons disease,Doctor diagnosed asthma,HC206,BIN22127,-0.0146274150293584
parkinsons disease,strontium product,HC206,MED1141200708,-0.014735655172979
Parkinson's disease,Volumetric scaling from T1 head image to standard space,FH1262,INI25000,-0.014769439252108
Parkinson's disease,Tea intake,FH1262,INI1488,-0.01478253967964
Parkinson's disease,Weighted-mean L2 in tract acoustic radiation (right),FH1262,INI25597,-0.0148464071522567
Parkinson's disease,Leg total mass (left),FH1262,INI23269,-0.0148743268447067
parkinsons disease,"Forced expiratory volume in 1-second (FEV1), predicted percentage",HC206,INI20154,-0.0149218361653657
Parkinson's disease,"Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (right)",FH1262,INI25791,-0.0150260136261308
parkinsons disease,Arm fat-free mass (left),HC206,INI23125,-0.0150901434976093
Parkinson's disease,Mean ISOVF in cerebral peduncle on FA skeleton (left),FH1262,INI25455,-0.0151518862919118
Parkinson's disease,Age cataract diagnosed,FH1262,INI4700,-0.0151829967169515
parkinsons disease,Mean ICVF in retrolenticular part of internal capsule on FA skeleton (left),HC206,INI25365,-0.0152731716272095
Parkinson's disease,Arms fat mass,FH1262,INI23257,-0.0153023498703342
Parkinson's disease,Volume of grey matter in Insular Cortex (left),FH1262,INI25784,-0.0153037096966142
Parkinson's disease,aortic aneurysm,FH1262,HC415,-0.015353724905944
parkinsons disease,Weighted-mean L2 in tract anterior thalamic radiation (right),HC206,INI25599,-0.0153892049877237
Parkinson's disease,Weighted-mean L3 in tract posterior thalamic radiation (left),FH1262,INI25642,-0.0154170193926919
Parkinson's disease,Position of the pulse wave peak,FH1262,INI4198,-0.0154357277779269
parkinsons disease,Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (right),HC206,INI25663,-0.0155528828187625
parkinsons disease,norgeston tablet,HC206,MED1140869370,-0.0155642887492792
Parkinson's disease,Arm total mass (left),FH1262,INI23252,-0.0157016919729257
Parkinson's disease,Weighted-mean MD in tract corticospinal tract (left),FH1262,INI25523,-0.0157699787801558
Parkinson's disease,Android total mass,FH1262,INI23248,-0.0158993886398956
Parkinson's disease,aortic aneurysm rupture,FH1262,HC184,-0.0161076329337358
parkinsons disease,Mean ICVF in posterior corona radiata on FA skeleton (right),HC206,INI25370,-0.0161369495897614
Parkinson's disease,Trunk fat mass,FH1262,INI23284,-0.0161823467003981
Parkinson's disease,skin cancer,FH1262,cancer1003,-0.0162897548000491
Parkinson's disease,Trunk tissue fat percentage,FH1262,INI23286,-0.0163245862324829
parkinsons disease,Android total mass,HC206,INI23248,-0.0164726540283693
Parkinson's disease,Trunk total mass,FH1262,INI23287,-0.0165769743277102
Parkinson's disease,Mean ICVF in superior corona radiata on FA skeleton (right),FH1262,INI25368,-0.0166094883135973
parkinsons disease,Weighted-mean OD in tract superior longitudinal fasciculus (left),HC206,INI25698,-0.0166487781264255
Parkinson's disease,Arm lean mass (right),FH1262,INI23254,-0.0167852327583736
parkinsons disease,Weighted-mean ICVF in tract corticospinal tract (right),HC206,INI25659,-0.0170587624479548
parkinsons disease,Weighted-mean ICVF in tract cingulate gyrus part of cingulum (left),HC206,INI25654,-0.0170647755100988
parkinsons disease,Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (left),HC206,INI25662,-0.0171588631407354
parkinsons disease,skin cancer,HC206,cancer1003,-0.0171840731088516
Parkinson's disease,Mean ICVF in cerebral peduncle on FA skeleton (left),FH1262,INI25359,-0.0172244589603322
parkinsons disease,Mean ICVF in retrolenticular part of internal capsule on FA skeleton (right),HC206,INI25364,-0.0172692866056254
Parkinson's disease,celecoxib,FH1262,MED1141176662,-0.0173624883166449
Parkinson's disease,non-melanoma skin cancer,FH1262,cancer1060,-0.0174132895125231
Parkinson's disease,Mean FA in sagittal stratum on FA skeleton (right),FH1262,INI25086,-0.0174522159006214
Parkinson's disease,Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (left),FH1262,INI25716,-0.0177569849785277
parkinsons disease,Weighted-mean MD in tract cingulate gyrus part of cingulum (left),HC206,INI25519,-0.0177668885791173
parkinsons disease,Weighted-mean L1 in tract anterior thalamic radiation (left),HC206,INI25571,-0.017843780444221
Parkinson's disease,Gynoid fat mass,FH1262,INI23262,-0.0179983276751597
Parkinson's disease,hydrocortisone product,FH1262,MED1141157294,-0.018100109327165
parkinsons disease,Doctor diagnosed lung cancer (not mesothelioma),HC206,BIN22140,-0.0181109663065299
Parkinson's disease,Android tissue fat percentage,FH1262,INI23247,-0.0181623725274263
Parkinson's disease,risperidone,FH1262,MED1140867444,-0.018286951218623
parkinsons disease,Weighted-mean ICVF in tract inferior longitudinal fasciculus (left),HC206,INI25664,-0.0184397936411544
parkinsons disease,Gynoid total mass,HC206,INI23265,-0.0184963450444425
Parkinson's disease,Total fat mass,FH1262,INI23278,-0.0185123853966978
parkinsons disease,Weighted-mean L1 in tract inferior fronto-occipital fasciculus (right),HC206,INI25582,-0.0185355504168645
Parkinson's disease,Leg fat mass (right),FH1262,INI23270,-0.0185729063121566
Parkinson's disease,Volume of grey matter in Middle Frontal Gyrus (right),FH1262,INI25789,-0.0186349692208797
parkinsons disease,phenobarbital,HC206,MED1140910706,-0.0187034197522023
Parkinson's disease,arcoxia 60mg tablet,FH1262,MED1141180148,-0.0187897523562188
parkinsons disease,cozaar-comp 50mg/12.5mg tablet,HC206,MED1141151018,-0.018804400138645
Parkinson's disease,Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (left),FH1262,INI25832,-0.0188197982674
Parkinson's disease,Weighted-mean L2 in tract acoustic radiation (left),FH1262,INI25596,-0.0189285506122173
Parkinson's disease,Volume of grey matter in Parietal Operculum Cortex (right),FH1262,INI25867,-0.0189551725145995
Parkinson's disease,femoston 1/10 tablet,FH1262,MED1140922562,-0.0190601670681238
parkinsons disease,Impedance of whole body,HC206,INI23106,-0.0191376159041152
Parkinson's disease,Weighted-mean ISOVF in tract cingulate gyrus part of cingulum (right),FH1262,INI25709,-0.0191952897388167
Parkinson's disease,Lung cancer,FH1262,FH1001,-0.0192748976769808
Parkinson's disease,Gynoid lean mass,FH1262,INI23263,-0.0193532882347749
Parkinson's disease,Leg fat mass (left),FH1262,INI23266,-0.0194228886545767
parkinsons disease,Weighted-mean L1 in tract anterior thalamic radiation (right),HC206,INI25572,-0.0194902672467496
parkinsons disease,Weighted-mean FA in tract superior longitudinal fasciculus (right),HC206,INI25510,-0.0194936822128353
Parkinson's disease,"Volume of grey matter in Inferior Temporal Gyrus, posterior division (right)",FH1262,INI25811,-0.0195663983472517
parkinsons disease,aortic aneurysm rupture,HC206,HC184,-0.0198175535921593
Parkinson's disease,malignant melanoma,FH1262,cancer1059,-0.0198677004015616
parkinsons disease,asthma,HC206,HC382,-0.0199171657708446
Parkinson's disease,Weighted-mean L2 in tract posterior thalamic radiation (left),FH1262,INI25615,-0.0201305045827191
Parkinson's disease,co-tenidone,FH1262,MED1140923336,-0.0201944640175511
Parkinson's disease,Weighted-mean L3 in tract acoustic radiation (left),FH1262,INI25623,-0.0202415350232572
Parkinson's disease,cardura 1mg tablet,FH1262,MED1140860690,-0.0203012663432009
parkinsons disease,Gynoid fat mass,HC206,INI23262,-0.020448711685686
Parkinson's disease,"Intra-ocular pressure, corneal-compensated (left)",FH1262,INI5262,-0.0205112556563311
parkinsons disease,glaucoma,HC206,HC276,-0.020519738336902
Parkinson's disease,"Intra-ocular pressure, corneal-compensated (right)",FH1262,INI5254,-0.0205591468823064
Parkinson's disease,Weighted-mean FA in tract anterior thalamic radiation (left),FH1262,INI25490,-0.0206345514769765
Parkinson's disease,Volume of grey matter in Amygdala (right),FH1262,INI25889,-0.0207369839070105
parkinsons disease,Weighted-mean L3 in tract inferior fronto-occipital fasciculus (right),HC206,INI25636,-0.0207840911539119
parkinsons disease,Leg fat-free mass (right),HC206,INI23113,-0.0208470907483078
parkinsons disease,serc-8 tablet,HC206,MED1140868064,-0.0209305736512646
parkinsons disease,Mean ICVF in sagittal stratum on FA skeleton (right),HC206,INI25374,-0.0210128626116192
parkinsons disease,Leg predicted mass (right),HC206,INI23114,-0.021069546242955
parkinsons disease,Arm predicted mass (right),HC206,INI23122,-0.0211162194020804
parkinsons disease,Weighted-mean MD in tract inferior longitudinal fasciculus (right),HC206,INI25530,-0.0211344864207886
parkinsons disease,Weighted-mean L3 in tract cingulate gyrus part of cingulum (right),HC206,INI25628,-0.0211839642677921
Parkinson's disease,White blood cell (leukocyte) count,FH1262,INI30000,-0.021223968867839
Parkinson's disease,Legs fat mass,FH1262,INI23274,-0.021353322438044
Parkinson's disease,Volume of grey matter in Insular Cortex (right),FH1262,INI25785,-0.0213903052337396
parkinsons disease,Trunk total mass,HC206,INI23287,-0.0215747678584018
Parkinson's disease,Volume of grey matter in VI Cerebellum (right),FH1262,INI25899,-0.0215849577631231
Parkinson's disease,alfacalcidol,FH1262,MED1140870956,-0.0215860256665278
parkinsons disease,Weighted-mean L3 in tract anterior thalamic radiation (left),HC206,INI25625,-0.0217092990846062
Parkinson's disease,benign/essential tremor,FH1262,HC300,-0.0217338609379412
Parkinson's disease,Total tissue fat percentage,FH1262,INI23281,-0.0218557104148471
parkinsons disease,Volume of grey matter in IX Cerebellum (left),HC206,INI25915,-0.0218614505388579
Parkinson's disease,Volume of grey matter in Pallidum (right),FH1262,INI25885,-0.0219894859002108
parkinsons disease,Weighted-mean L3 in tract inferior longitudinal fasciculus (left),HC206,INI25637,-0.0220864897260611
parkinsons disease,aortic aneurysm,HC206,HC415,-0.0221442474749795
Parkinson's disease,Volume of grey matter in VI Cerebellum (left),FH1262,INI25897,-0.0222131995265235
Parkinson's disease,Leg pain in calf/calves,FH1262,BIN5463,-0.0222299753022618
Parkinson's disease,Weighted-mean FA in tract forceps minor,FH1262,INI25499,-0.0223347920395003
Parkinson's disease,Diabetes diagnosed by doctor,FH1262,BIN2443,-0.0223477445634748
parkinsons disease,aortic dissection,HC206,HC52,-0.0225205029662427
Parkinson's disease,Mean FA in retrolenticular part of internal capsule on FA skeleton (right),FH1262,INI25076,-0.0225847842131644
Parkinson's disease,iritis,FH1262,HC26,-0.022791224401427
Parkinson's disease,Arm fat mass (right),FH1262,INI23253,-0.0228631988053409
Parkinson's disease,Had major operations,FH1262,BIN2415,-0.0229852735419602
